01-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
09-10-2011,ADHPL HPS(IPP),192,0,38,38,0.90,38
09-10-2011,KWHEP  HPS(IPP),1000,0,707,380,10.09,420
09-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
09-10-2011,Shree Cement TPS,150,0,138,137,3.75,156
09-10-2011,Sub Total (G ),1442,0,883,555,14.74,614
09-10-2011,,20625,14154,16492,11608,305.95,12748
09-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
09-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1250.00,1250.00,28.05,1169
09-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,295.00,292.00,6.21,259
09-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,957.00,966.00,21.33,889
09-10-2011,Thermal (Total),,2620,2502.00,2508.00,55.60,2316
09-10-2011,Total Hydro,,1148,544.00,380.00,13.38,558
09-10-2011,Total Punjab,,3768,3046,2888,68.98,2874
09-10-2011,Panipat TPS,,1360,1151.00,1145.00,27.62,1151
09-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],234.00,186.00,5.48,229
09-10-2011,Grand Total Generation,Grand Total Generation,432,397.00,402.00,9.54,398
10-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
10-10-2011,ADHPL HPS(IPP),192,0,35,35,0.85,35
10-10-2011,KWHEP  HPS(IPP),1000,0,510,230,8.97,374
10-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
10-10-2011,Shree Cement TPS,150,0,138,137,2.34,98
10-10-2011,Sub Total (G ),1442,0,683,402,12.16,507
10-10-2011,,20625,14164,16283,11359,292.91,12205
10-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
10-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1250.00,1250.00,27.95,1165
10-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,255.00,212.00,5.37,224
10-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,959.00,954.00,21.19,883
10-10-2011,Thermal (Total),,2620,2464.00,2416.00,54.50,2271
10-10-2011,Total Hydro,,1148,719.00,380.00,13.41,559
10-10-2011,Total Punjab,,3768,3183,2796,67.91,2830
10-10-2011,Panipat TPS,,1360,1146.00,1161.00,27.47,1145
10-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],261.00,265.00,6.30,263
10-10-2011,Grand Total Generation,Grand Total Generation,432,394.00,401.00,9.55,398
11-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
11-10-2011,ADHPL HPS(IPP),192,0,32,33,0.79,33
11-10-2011,KWHEP  HPS(IPP),1000,0,700,300,9.34,389
11-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
11-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
11-10-2011,Sub Total (G ),1442,0,732,333,10.13,422
11-10-2011,,20625,13176,15657,10434,271.99,11333
11-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
11-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1250.00,1250.00,26.88,1120
11-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,187.00,212.00,4.19,175
11-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,954.00,959.00,21.33,889
11-10-2011,Thermal (Total),,2620,2391.00,2421.00,52.40,2183
11-10-2011,Total Hydro,,1148,257.00,369.00,13.90,579
11-10-2011,Total Punjab,,3768,2648,2790,66.30,2763
11-10-2011,Panipat TPS,,1360,1150.00,1140.00,27.62,1151
11-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],266.00,277.00,6.43,268
11-10-2011,Grand Total Generation,Grand Total Generation,432,395.00,399.00,9.45,394
12-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
12-10-2011,ADHPL HPS(IPP),192,0,31,30,0.74,31
12-10-2011,KWHEP  HPS(IPP),1000,0,700,450,9.21,384
12-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
12-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
12-10-2011,Sub Total (G ),1442,0,731,480,9.95,414
12-10-2011,,20625,13534,15615,10120,280.47,11686
12-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
12-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1255.00,1250.00,28.07,1170
12-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,232.00,177.00,4.23,176
12-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,958.00,949.00,21.23,885
12-10-2011,Thermal (Total),,2620,2445.00,2376.00,53.53,2230
12-10-2011,Total Hydro,,1148,422.00,210.00,12.77,532
12-10-2011,Total Punjab,,3768,2867,2586,66.30,2763
12-10-2011,Panipat TPS,,1360,1107.00,1157.00,27.61,1150
12-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],281.00,247.00,6.59,274
12-10-2011,Grand Total Generation,Grand Total Generation,432,216.00,403.00,9.01,375
13-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
13-10-2011,ADHPL HPS(IPP),192,0,29,29,0.71,29
13-10-2011,KWHEP  HPS(IPP),1000,0,644,245,8.99,375
13-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
13-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
13-10-2011,Sub Total (G ),1442,0,673,274,9.70,404
13-10-2011,,20625,14441,16501,10892,300.13,12505
13-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
13-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1255.00,1260.00,28.23,1176
13-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,202.00,240.00,4.83,201
13-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,959.00,950.00,21.27,886
13-10-2011,Thermal (Total),,2620,2416.00,2450.00,54.32,2263
13-10-2011,Total Hydro,,1148,310.00,188.00,9.80,408
13-10-2011,Total Punjab,,3768,2726,2638,64.12,2672
13-10-2011,Panipat TPS,,1360,1132.00,1078.00,26.92,1122
13-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],280.00,284.00,6.60,275
13-10-2011,Grand Total Generation,Grand Total Generation,432,393.00,407.00,9.50,396
14-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
14-10-2011,ADHPL HPS(IPP),192,0,30,30,0.71,29
14-10-2011,KWHEP  HPS(IPP),1000,0,700,240,9.42,393
14-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
14-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
14-10-2011,Sub Total (G ),1442,0,730,270,10.13,422
14-10-2011,,20625,14618,16275,10973,307.75,12823
14-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
14-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1260.00,1260.00,28.25,1177
14-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,217.00,234.00,4.68,195
14-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,968.00,955.00,21.32,888
14-10-2011,Thermal (Total),,2620,2445.00,2449.00,54.25,2260
14-10-2011,Total Hydro,,1148,477.00,201.00,10.18,424
14-10-2011,Total Punjab,,3768,2922,2650,64.43,2685
14-10-2011,Panipat TPS,,1360,1071.00,1093.00,25.63,1068
14-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],269.00,279.00,6.52,272
14-10-2011,Grand Total Generation,Grand Total Generation,432,368.00,406.00,8.80,367
15-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
15-10-2011,ADHPL HPS(IPP),192,0,32,32,0.71,29
15-10-2011,KWHEP  HPS(IPP),1000,0,701,246,8.67,361
15-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
15-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
15-10-2011,Sub Total (G ),1442,0,733,278,9.38,391
15-10-2011,,20625,14514,16263,10928,301.73,12572
15-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
15-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1256.00,1255.00,28.16,1173
15-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,257.00,258.00,5.43,226
15-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,958.00,967.00,21.41,892
15-10-2011,Thermal (Total),,2620,2471.00,2480.00,55.00,2292
15-10-2011,Total Hydro,,1148,361.00,272.00,9.98,416
15-10-2011,Total Punjab,,3768,2832,2752,64.98,2708
15-10-2011,Panipat TPS,,1360,1127.00,1128.00,27.03,1126
15-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],181.00,281.00,5.42,226
15-10-2011,Grand Total Generation,Grand Total Generation,432,379.00,370.00,8.94,373
16-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
16-10-2011,ADHPL HPS(IPP),192,0,32,0,0.75,31
16-10-2011,KWHEP  HPS(IPP),1000,0,450,276,12.48,520
16-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
16-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
16-10-2011,Sub Total (G ),1442,0,482,276,13.22,551
16-10-2011,,20625,14651,16166,11187,299.00,12459
16-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
16-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1250.00,1260.00,27.88,1162
16-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,276.00,257.00,5.69,237
16-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,961.00,960.00,21.24,885
16-10-2011,Thermal (Total),,2620,2487.00,2477.00,54.81,2284
16-10-2011,Total Hydro,,1148,335.00,316.00,11.45,477
16-10-2011,Total Punjab,,3768,2822,2793,66.26,2761
16-10-2011,Panipat TPS,,1360,1088.00,1085.00,25.70,1071
16-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],281.00,176.00,6.10,254
16-10-2011,Grand Total Generation,Grand Total Generation,432,375.00,371.00,9.00,375
17-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
17-10-2011,ADHPL HPS(IPP),192,0,37,0,0.74,31
17-10-2011,KWHEP  HPS(IPP),1000,0,704,237,8.83,368
17-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
17-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
17-10-2011,Sub Total (G ),1442,0,741,237,9.56,398
17-10-2011,,20625,14647,16513,10433,303.60,12650
17-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
17-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1255.00,1250.00,28.03,1168
17-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,275.00,268.00,5.82,242
17-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,947.00,963.00,21.39,891
17-10-2011,Thermal (Total),,2620,2477.00,2481.00,55.23,2301
17-10-2011,Total Hydro,,1148,481.00,290.00,10.99,458
17-10-2011,Total Punjab,,3768,2958,2771,66.23,2759
17-10-2011,Panipat TPS,,1360,1053.00,1048.00,24.78,1032
17-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],279.00,280.00,6.61,276
17-10-2011,Grand Total Generation,Grand Total Generation,432,371.00,375.00,8.96,373
18-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
18-10-2011,ADHPL HPS(IPP),192,0,0,0,0.71,30
18-10-2011,KWHEP  HPS(IPP),1000,0,602,251,8.57,357
18-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
18-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
18-10-2011,Sub Total (G ),1442,0,602,251,9.28,387
18-10-2011,,20625,14796,17151,10541,296.83,12368
18-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
18-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1250.00,1256.00,28.16,1173
18-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.18,258
18-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,965.00,961.00,21.33,889
18-10-2011,Thermal (Total),,2620,2512.00,2514.00,55.67,2320
18-10-2011,Total Hydro,,1148,553.00,288.00,10.94,456
18-10-2011,Total Punjab,,3768,3065,2802,66.61,2775
18-10-2011,Panipat TPS,,1360,1004.00,1065.00,24.67,1028
18-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],276.00,279.00,6.55,273
18-10-2011,Grand Total Generation,Grand Total Generation,432,381.00,398.00,9.21,384
19-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
19-10-2011,ADHPL HPS(IPP),192,0,49,0,0.71,30
19-10-2011,KWHEP  HPS(IPP),1000,0,602,251,8.57,357
19-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
19-10-2011,Shree Cement TPS,150,0,80,0,0.70,29
19-10-2011,Sub Total (G ),1442,0,731,251,9.98,416
19-10-2011,,20625,15011,16732,11121,302.87,12619
19-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
19-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1240.00,1250.00,26.93,1122
19-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.24,260
19-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,952.00,962.00,21.29,887
19-10-2011,Thermal (Total),,2620,2489.00,2509.00,54.47,2269
19-10-2011,Total Hydro,,1148,294.00,241.00,10.90,454
19-10-2011,Total Punjab,,3768,2783,2750,65.37,2724
19-10-2011,Panipat TPS,,1360,1129.00,1152.00,27.61,1151
19-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],275.00,280.00,6.53,272
19-10-2011,Grand Total Generation,Grand Total Generation,432,398.00,373.00,9.38,391
20-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
20-10-2011,ADHPL HPS(IPP),192,0,0,0,0.74,31
20-10-2011,KWHEP  HPS(IPP),1000,0,675,255,8.24,343
20-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
20-10-2011,Shree Cement TPS,150,0,112,73,1.78,74
20-10-2011,Sub Total (G ),1442,0,787,328,10.77,449
20-10-2011,,20625,14718,16699,10718,297.11,12380
20-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
20-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1245.00,1250.00,27.59,1150
20-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.22,259
20-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,961.00,958.00,21.29,887
20-10-2011,Thermal (Total),,2620,2503.00,2505.00,55.10,2296
20-10-2011,Total Hydro,,1148,297.00,237.00,11.15,465
20-10-2011,Total Punjab,,3768,2800,2742,66.25,2760
20-10-2011,Panipat TPS,,1360,1119.00,1160.00,27.30,1138
20-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],280.00,283.00,6.65,277
20-10-2011,Grand Total Generation,Grand Total Generation,432,393.00,406.00,9.27,386
21-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
21-10-2011,ADHPL HPS(IPP),192,0,0,0,0.71,30
21-10-2011,KWHEP  HPS(IPP),1000,0,710,227,8.30,346
21-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
21-10-2011,Shree Cement TPS,150,0,123,124,2.89,120
21-10-2011,Sub Total (G ),1442,0,833,351,11.90,496
21-10-2011,,20625,14827,17464,10522,293.06,12211
21-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
21-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1045.00,1130.00,24.10,1004
21-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.28,262
21-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,954.00,961.00,21.29,887
21-10-2011,Thermal (Total),,2620,2296.00,2388.00,51.68,2153
21-10-2011,Total Hydro,,1148,615.00,248.00,12.06,502
21-10-2011,Total Punjab,,3768,2911,2636,63.73,2655
21-10-2011,Panipat TPS,,1360,1162.00,1128.00,27.47,1145
21-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],273.00,276.00,6.55,273
21-10-2011,Grand Total Generation,Grand Total Generation,432,387.00,403.00,9.44,393
22-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
22-10-2011,ADHPL HPS(IPP),192,0,125,0,0.71,30
22-10-2011,KWHEP  HPS(IPP),1000,0,700,270,8.35,348
22-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
22-10-2011,Shree Cement TPS,150,0,134,103,2.80,117
22-10-2011,Sub Total (G ),1442,0,959,373,11.86,494
22-10-2011,,20625,15254,16528,11156,303.08,12628
22-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
22-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1045.00,1045.00,23.50,979
22-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,190.00,297.00,4.96,207
22-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,737.00,965.00,17.70,737
22-10-2011,Thermal (Total),,2620,1972.00,2307.00,46.15,1923
22-10-2011,Total Hydro,,1148,294.00,214.00,11.02,459
22-10-2011,Total Punjab,,3768,2266,2521,57.17,2382
22-10-2011,Panipat TPS,,1360,1068.00,1076.00,25.81,1075
22-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],274.00,275.00,6.65,277
22-10-2011,Grand Total Generation,Grand Total Generation,432,398.00,403.00,9.62,401
23-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
23-10-2011,ADHPL HPS(IPP),192,0,123,0,0.71,30
23-10-2011,KWHEP  HPS(IPP),1000,0,550,225,7.48,311
23-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
23-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
23-10-2011,Sub Total (G ),1442,0,673,225,8.19,341
23-10-2011,,20625,15243,16502,11357,304.63,12693
23-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
23-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1045.00,1045.00,23.64,985
23-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.20,258
23-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,779.00,739.00,16.94,706
23-10-2011,Thermal (Total),,2620,2121.00,2081.00,46.79,1949
23-10-2011,Total Hydro,,1148,278.00,217.00,7.72,322
23-10-2011,Total Punjab,,3768,2399,2298,54.51,2271
23-10-2011,Panipat TPS,,1360,1176.00,1159.00,27.78,1158
23-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],274.00,275.00,6.58,274
23-10-2011,Grand Total Generation,Grand Total Generation,432,396.00,404.00,9.86,411
24-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
24-10-2011,ADHPL HPS(IPP),192,0,84,0,0.71,30
24-10-2011,KWHEP  HPS(IPP),1000,0,700,281,8.01,334
24-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
24-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
24-10-2011,Sub Total (G ),1442,0,784,281,8.72,363
24-10-2011,,20625,15336,16882,11060,305.13,12714
24-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
24-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1045.00,1045.00,23.54,981
24-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.06,252
24-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,967.00,933.00,21.16,882
24-10-2011,Thermal (Total),,2620,2309.00,2275.00,50.75,2115
24-10-2011,Total Hydro,,1148,326.00,222.00,10.48,437
24-10-2011,Total Punjab,,3768,2635,2497,61.23,2551
24-10-2011,Panipat TPS,,1360,1147.00,1174.00,27.81,1159
24-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],272.00,266.00,6.61,275
24-10-2011,Grand Total Generation,Grand Total Generation,432,317.00,345.00,8.08,337
25-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
25-10-2011,ADHPL HPS(IPP),192,0,63,0,0.64,27
25-10-2011,KWHEP  HPS(IPP),1000,0,700,220,7.38,307
25-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
25-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
25-10-2011,Sub Total (G ),1442,0,763,220,8.01,334
25-10-2011,,20625,15519,18100,10964,309.33,12889
25-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
25-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1050.00,1050.00,23.52,980
25-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.82,284
25-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,963.00,971.00,21.48,895
25-10-2011,Thermal (Total),,2620,2310.00,2318.00,51.82,2159
25-10-2011,Total Hydro,,1148,326.00,284.00,10.86,452
25-10-2011,Total Punjab,,3768,2636,2602,62.68,2612
25-10-2011,Panipat TPS,,1360,1148.00,1134.00,27.20,1133
25-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],0.00,240.00,2.19,91
25-10-2011,Grand Total Generation,Grand Total Generation,432,391.00,297.00,9.06,377
26-10-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
26-10-2011,ADHPL HPS(IPP),192,0,0,0,0.63,26
26-10-2011,KWHEP  HPS(IPP),1000,0,655,212,7.02,293
26-10-2011,Malana Stg-II HPS,100,0,0,0,0.00,0
26-10-2011,Shree Cement TPS,150,0,0,0,0.00,0
26-10-2011,Sub Total (G ),1442,0,655.42,212,7.65,319
26-10-2011,,20625,15930,17653,11113,300.06,12503
26-10-2011,Station,,"Effective Installed Capacity(MW)",Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
26-10-2011,Guru Gobind Singh TPS (Ropar),,1260,1050.00,1050.00,23.48,978
26-10-2011,Guru Nanak Dev TPS(Bhatinda),,440,297.00,297.00,6.27,261
26-10-2011,Guru Hargobind Singh TPS(L.mbt),,920,967.00,954.00,21.43,893
26-10-2011,Thermal (Total),,2620,2314.00,2301.00,51.17,2132
26-10-2011,Total Hydro,,1148,323.00,281.00,9.82,409
26-10-2011,Total Punjab,,3768,2637,2582,61.00,2542
26-10-2011,Panipat TPS,,1360,987.00,958.00,23.66,986
26-10-2011,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],0.00,0.00,0.00,0
